΄ϊΒλ,Ός³Ζ,ΘΥΖΪ,ΏªΕΜΌΫ(Τª),ΧξΈίΌΫ(Τª),ΧξµΝΌΫ(Τª),ΚΥΕΜΌΫ(Τª),³Ι½»ΑΏ(ΉΙ),
603885.SH,ΌªΟιΊ½ΏΥ,2016-06-21,54.1935,54.8387,52.8024,53.0645,3443241,
603885.SH,ΌªΟιΊ½ΏΥ,2016-06-22,52.8024,54.2742,52.6815,54.0323,2417131,
603885.SH,ΌªΟιΊ½ΏΥ,2016-06-23,53.9315,54.7379,53.2863,54.4355,3548820,
603885.SH,ΌªΟιΊ½ΏΥ,2016-06-24,54.4355,54.4355,52.4798,53.6694,3658142,
603885.SH,ΌªΟιΊ½ΏΥ,2016-06-27,52.9637,54.4355,52.8226,53.8911,4074519,
603885.SH,ΌªΟιΊ½ΏΥ,2016-06-28,53.4274,53.8306,52.7823,53.5685,3891772,
603885.SH,ΌªΟιΊ½ΏΥ,2016-06-29,53.7298,53.7298,53.0242,53.4073,3498759,
603885.SH,ΌªΟιΊ½ΏΥ,2016-06-30,53.4274,53.6895,52.4194,52.9234,3559535,
603885.SH,ΌªΟιΊ½ΏΥ,2016-07-01,52.7823,53.1653,52.3992,52.5605,3336118,
603885.SH,ΌªΟιΊ½ΏΥ,2016-07-04,52.5806,54.1935,52.3387,54.0323,6107846,
603885.SH,ΌªΟιΊ½ΏΥ,2016-07-05,54.0524,56.4516,53.9516,55,10584773,
603885.SH,ΌªΟιΊ½ΏΥ,2016-07-06,54.879,54.8992,53.8306,54.4153,5741747,
603885.SH,ΌªΟιΊ½ΏΥ,2016-07-07,54.4355,55.1613,54.1129,54.6573,4969222,
603885.SH,ΌªΟιΊ½ΏΥ,2016-07-08,55.0806,56.4113,54.7379,54.9798,7014103,
603885.SH,ΌªΟιΊ½ΏΥ,2016-07-11,54.5766,56.3508,54.4556,55.4435,7959827,
603885.SH,ΌªΟιΊ½ΏΥ,2016-07-12,55.6855,60.9879,54.9395,60.9879,19821183,
603885.SH,ΌªΟιΊ½ΏΥ,2016-07-13,61.4919,61.875,58.4677,58.9919,16331862,
603885.SH,ΌªΟιΊ½ΏΥ,2016-07-14,59.4355,59.6774,58.2056,58.6089,7073284,
603885.SH,ΌªΟιΊ½ΏΥ,2016-07-15,58.7702,59.3347,58.4879,58.7903,6044355,
603885.SH,ΌªΟιΊ½ΏΥ,2016-07-18,58.8105,59.2742,57.4597,58.1653,6309938,
603885.SH,ΌªΟιΊ½ΏΥ,2016-07-19,58.1452,58.2258,56.6935,57.7218,6336060,
603885.SH,ΌªΟιΊ½ΏΥ,2016-07-20,58.0242,58.6895,57.5403,58.4476,3903207,
603885.SH,ΌªΟιΊ½ΏΥ,2016-07-21,58.0645,58.871,57.4194,57.9234,5234274,
603885.SH,ΌªΟιΊ½ΏΥ,2016-07-22,57.9435,58.3065,56.4718,56.5927,4055884,
603885.SH,ΌªΟιΊ½ΏΥ,2016-07-25,56.5524,57.0161,55.7056,56.1694,3675588,
603885.SH,ΌªΟιΊ½ΏΥ,2016-07-26,56.4516,57.8629,56.4516,57.5806,6855057,
603885.SH,ΌªΟιΊ½ΏΥ,2016-07-27,57.5806,58.3669,54.4556,55.8468,7887856,
603885.SH,ΌªΟιΊ½ΏΥ,2016-07-28,55.5847,58.3266,54.9798,57.2581,8356518,
603885.SH,ΌªΟιΊ½ΏΥ,2016-07-29,57.1169,58.3266,57.0363,58.246,8148512,
603885.SH,ΌªΟιΊ½ΏΥ,2016-08-01,57.9637,57.9637,55.8468,56.3911,4743597,
603885.SH,ΌªΟιΊ½ΏΥ,2016-08-02,56.6129,57.2177,55.746,56.8347,3288875,
603885.SH,ΌªΟιΊ½ΏΥ,2016-08-03,56.8347,58.1653,56.5726,58.1048,4561079,
603885.SH,ΌªΟιΊ½ΏΥ,2016-08-04,57.6008,57.9435,56.8548,57.5806,3409564,
603885.SH,ΌªΟιΊ½ΏΥ,2016-08-05,57.4597,57.5605,56.2298,56.371,4681585,
603885.SH,ΌªΟιΊ½ΏΥ,2016-08-08,56.2702,56.2702,55.1613,56.1694,2856477,
603885.SH,ΌªΟιΊ½ΏΥ,2016-08-09,55.9476,56.5927,55.6855,56.2298,2634073,
603885.SH,ΌªΟιΊ½ΏΥ,2016-08-10,56.2097,56.6532,56.0484,56.3911,2863161,
603885.SH,ΌªΟιΊ½ΏΥ,2016-08-11,56.1694,56.5323,55.2621,55.3629,3149105,
603885.SH,ΌªΟιΊ½ΏΥ,2016-08-12,55.5847,55.9073,55.1411,55.8871,2677916,
603885.SH,ΌªΟιΊ½ΏΥ,2016-08-15,55.9476,60.4234,55.9476,58.9919,17320499,
603885.SH,ΌªΟιΊ½ΏΥ,2016-08-16,59.0323,59.5766,58.1048,58.5484,14958708,
603885.SH,ΌªΟιΊ½ΏΥ,2016-08-17,59.0726,59.7782,58.8306,58.8911,12288370,
603885.SH,ΌªΟιΊ½ΏΥ,2016-08-18,58.8105,59.4153,58.6089,58.871,5701819,
603885.SH,ΌªΟιΊ½ΏΥ,2016-08-19,58.4274,58.4274,56.9556,57.2379,8519805,
603885.SH,ΌªΟιΊ½ΏΥ,2016-08-22,57.2581,57.621,56.4718,56.6532,4541054,
603885.SH,ΌªΟιΊ½ΏΥ,2016-08-23,56.8548,57.1573,56.5121,56.8548,2585511,
603885.SH,ΌªΟιΊ½ΏΥ,2016-08-24,56.875,57.1371,56.6129,56.754,2415301,
603885.SH,ΌªΟιΊ½ΏΥ,2016-08-25,56.6532,56.6532,55.2016,55.8468,5103521,
603885.SH,ΌªΟιΊ½ΏΥ,2016-08-26,56.25,56.25,55.5645,55.8468,2623823,
603885.SH,ΌªΟιΊ½ΏΥ,2016-08-29,55.6653,56.0484,55.4435,55.6653,2435535,
603885.SH,ΌªΟιΊ½ΏΥ,2016-08-30,55.8871,56.0081,55.3831,55.6452,2243058,
603885.SH,ΌªΟιΊ½ΏΥ,2016-08-31,55.6452,55.746,54.6371,55.3226,4037717,
603885.SH,ΌªΟιΊ½ΏΥ,2016-09-01,55.3629,56.1492,55.3427,55.625,3697951,
603885.SH,ΌªΟιΊ½ΏΥ,2016-09-02,55.8266,56.2097,55.1411,55.504,3437357,
603885.SH,ΌªΟιΊ½ΏΥ,2016-09-05,55.504,55.7661,54.5968,54.8589,3191350,
603885.SH,ΌªΟιΊ½ΏΥ,2016-09-06,54.879,55.0202,53.0242,54.6976,5479640,
603885.SH,ΌªΟιΊ½ΏΥ,2016-09-07,54.4556,54.6774,54.1129,54.5565,3038902,
603885.SH,ΌªΟιΊ½ΏΥ,2016-09-08,54.4758,54.8387,53.9315,54.5161,2930072,
603885.SH,ΌªΟιΊ½ΏΥ,2016-09-09,54.4355,54.4355,53.6694,53.6895,3050436,
603885.SH,ΌªΟιΊ½ΏΥ,2016-09-12,53.2258,53.2258,51.4718,51.6129,4309318,
603885.SH,ΌªΟιΊ½ΏΥ,2016-09-13,52.0161,52.3589,50.7056,51.6129,3790808,
603885.SH,ΌªΟιΊ½ΏΥ,2016-09-14,51.2903,52.2782,50.9073,51.8952,2917356,
603885.SH,ΌªΟιΊ½ΏΥ,2016-09-19,51.9355,52.5202,51.9355,52.2984,1743070,
603885.SH,ΌªΟιΊ½ΏΥ,2016-09-20,52.621,52.621,51.7339,51.8145,1346613,
603885.SH,ΌªΟιΊ½ΏΥ,2016-09-21,51.8145,52.1169,51.6129,51.8548,1417925,
603885.SH,ΌªΟιΊ½ΏΥ,2016-09-22,52.2177,52.3992,51.9758,52.2177,1868731,
603885.SH,ΌªΟιΊ½ΏΥ,2016-09-23,52.0161,53.3468,51.8145,52.9234,3487808,
603885.SH,ΌªΟιΊ½ΏΥ,2016-09-26,52.9234,53.0242,51.8145,51.8548,2461696,
603885.SH,ΌªΟιΊ½ΏΥ,2016-09-27,51.6129,51.996,51.3508,51.875,1153378,
603885.SH,ΌªΟιΊ½ΏΥ,2016-09-28,52.0161,52.7218,51.6331,52.2379,2040261,
603885.SH,ΌªΟιΊ½ΏΥ,2016-09-29,52.1169,52.6008,51.9758,51.9758,1678772,
603885.SH,ΌªΟιΊ½ΏΥ,2016-09-30,51.8145,52.1169,51.6129,52.0968,1190091,
603885.SH,ΌªΟιΊ½ΏΥ,2016-10-10,52.1169,52.7823,51.8347,52.621,2104335,
603885.SH,ΌªΟιΊ½ΏΥ,2016-10-11,52.7621,52.9435,52.4194,52.8629,2857186,
603885.SH,ΌªΟιΊ½ΏΥ,2016-10-12,52.6613,52.6613,52.1169,52.2984,1766700,
603885.SH,ΌªΟιΊ½ΏΥ,2016-10-13,52.4194,52.4194,51.9758,52.1169,1528617,
603885.SH,ΌªΟιΊ½ΏΥ,2016-10-14,52.1169,52.4194,51.4113,52.3589,2922720,
603885.SH,ΌªΟιΊ½ΏΥ,2016-10-17,52.3185,52.379,51.5524,51.6532,1935639,
603885.SH,ΌªΟιΊ½ΏΥ,2016-10-18,51.7339,52.2379,51.6532,52.0565,2277208,
603885.SH,ΌªΟιΊ½ΏΥ,2016-10-19,51.8145,52.9637,51.8145,52.4597,3666771,
603885.SH,ΌªΟιΊ½ΏΥ,2016-10-20,52.379,52.3992,52.0161,52.1169,2563551,
603885.SH,ΌªΟιΊ½ΏΥ,2016-10-21,52.1169,52.1573,51.5726,51.8145,2291211,
603885.SH,ΌªΟιΊ½ΏΥ,2016-10-24,51.9355,52.4194,51.9153,52.3185,2631327,
603885.SH,ΌªΟιΊ½ΏΥ,2016-10-25,52.5221,52.5628,52.0335,52.1353,2342143,
603885.SH,ΌªΟιΊ½ΏΥ,2016-10-26,52.3796,52.3796,51.4025,51.545,3618649,
603885.SH,ΌªΟιΊ½ΏΥ,2016-10-27,51.5042,51.8503,51.5042,51.6875,2069942,
603885.SH,ΌªΟιΊ½ΏΥ,2016-10-28,51.606,51.9725,51.606,51.6264,1964112,
603885.SH,ΌªΟιΊ½ΏΥ,2016-10-31,51.8503,52.1353,51.606,51.7893,2069770,
603885.SH,ΌªΟιΊ½ΏΥ,2016-11-01,51.9521,51.9725,51.5653,51.8503,2893554,
603885.SH,ΌªΟιΊ½ΏΥ,2016-11-02,51.9114,52.2575,51.606,51.7282,2879823,
603885.SH,ΌªΟιΊ½ΏΥ,2016-11-03,51.606,52.6239,51.545,52.115,4196321,
603885.SH,ΌªΟιΊ½ΏΥ,2016-11-04,52.1353,52.5221,51.7078,51.7689,3341307,
603885.SH,ΌªΟιΊ½ΏΥ,2016-11-07,51.6264,51.7893,51.4025,51.606,2892057,
603885.SH,ΌªΟιΊ½ΏΥ,2016-11-08,51.7282,51.9114,51.5653,51.7282,2287803,
603885.SH,ΌªΟιΊ½ΏΥ,2016-11-09,51.891,51.891,50.4864,50.9953,3609873,
603885.SH,ΌªΟιΊ½ΏΥ,2016-11-10,51.545,51.545,51.0157,51.3007,3342499,
603885.SH,ΌªΟιΊ½ΏΥ,2016-11-11,51.2803,51.4839,51.1785,51.3414,3083661,
603885.SH,ΌªΟιΊ½ΏΥ,2016-11-14,51.4025,53.3161,51.4025,53.2957,10252391,
603885.SH,ΌªΟιΊ½ΏΥ,2016-11-15,53.4382,54.4154,52.8071,53.1532,9537104,
603885.SH,ΌªΟιΊ½ΏΥ,2016-11-16,52.97,53.3364,52.5832,53.0921,4918703,
603885.SH,ΌªΟιΊ½ΏΥ,2016-11-17,53.1328,53.9471,52.6443,53.4993,6376054,
603885.SH,ΌªΟιΊ½ΏΥ,2016-11-18,53.4993,53.4993,52.2371,52.6443,4896188,
603885.SH,ΌªΟιΊ½ΏΥ,2016-11-21,52.5221,52.7053,52.1353,52.176,3506736,
603885.SH,ΌªΟιΊ½ΏΥ,2016-11-22,52.2168,52.3389,51.7078,52.115,4943888,
603885.SH,ΌªΟιΊ½ΏΥ,2016-11-23,52.115,52.3185,51.606,51.7078,4246865,
603885.SH,ΌªΟιΊ½ΏΥ,2016-11-24,51.4635,52.1557,51.4025,52.115,4649409,
603885.SH,ΌªΟιΊ½ΏΥ,2016-11-25,52.0132,52.0335,50.9953,51.6671,2779069,
603885.SH,ΌªΟιΊ½ΏΥ,2016-11-28,51.891,51.9114,51.3007,51.6264,3837750,
603885.SH,ΌªΟιΊ½ΏΥ,2016-11-29,51.3617,52.0743,51.321,51.4839,4303936,
603885.SH,ΌªΟιΊ½ΏΥ,2016-11-30,51.3007,51.7689,51.2396,51.3821,2408102,
603885.SH,ΌªΟιΊ½ΏΥ,2016-12-01,51.1175,51.2803,51.0564,51.2396,3109768,
603885.SH,ΌªΟιΊ½ΏΥ,2016-12-02,51.26,51.4635,50.3642,50.3846,4139955,
603885.SH,ΌªΟιΊ½ΏΥ,2016-12-05,50.181,50.4864,49.8757,50.2828,1773684,
603885.SH,ΌªΟιΊ½ΏΥ,2016-12-06,50.3846,50.5067,49.9164,50.3032,2095245,
603885.SH,ΌªΟιΊ½ΏΥ,2016-12-07,50.1403,50.4253,49.9774,50.3642,1962393,
603885.SH,ΌªΟιΊ½ΏΥ,2016-12-08,50.5678,50.6492,50.0996,50.1403,1653418,
603885.SH,ΌªΟιΊ½ΏΥ,2016-12-09,50.1403,50.181,49.2242,50.0792,4377326,
603885.SH,ΌªΟιΊ½ΏΥ,2016-12-12,49.9774,49.9774,47.331,48.6542,4976025,
603885.SH,ΌªΟιΊ½ΏΥ,2016-12-13,48.3285,48.3285,47.4328,48.0638,2793022,
603885.SH,ΌªΟιΊ½ΏΥ,2016-12-14,47.6363,47.9417,47.0256,47.046,1668562,
603885.SH,ΌªΟιΊ½ΏΥ,2016-12-15,46.9238,48.1453,45.6413,47.4328,4744106,
603885.SH,ΌªΟιΊ½ΏΥ,2016-12-16,47.4328,49.4685,46.9238,48.5728,3889670,
603885.SH,ΌªΟιΊ½ΏΥ,2016-12-19,48.4506,51.0157,48.0842,50.4864,9655483,
603885.SH,ΌªΟιΊ½ΏΥ,2016-12-20,50.2624,51.1785,50.181,50.6085,5180888,
603885.SH,ΌªΟιΊ½ΏΥ,2016-12-21,50.4457,52.2371,50.3032,51.8503,8096773,
603885.SH,ΌªΟιΊ½ΏΥ,2016-12-22,51.4025,52.3389,49.896,50.9342,6431602,
603885.SH,ΌªΟιΊ½ΏΥ,2016-12-23,51.3007,51.5042,49.1835,49.2446,6051145,
603885.SH,ΌªΟιΊ½ΏΥ,2016-12-26,49.2446,49.4481,48.2878,49.0206,1670773,
603885.SH,ΌªΟιΊ½ΏΥ,2016-12-27,49.0206,49.5499,48.9799,49.1835,1043716,
603885.SH,ΌªΟιΊ½ΏΥ,2016-12-28,49.1835,49.3667,48.2471,48.2674,1498073,
603885.SH,ΌªΟιΊ½ΏΥ,2016-12-29,48.1453,48.4506,47.331,47.4735,2143138,
603885.SH,ΌªΟιΊ½ΏΥ,2016-12-30,47.4735,47.5346,47.0256,47.4328,1901254,
603885.SH,ΌªΟιΊ½ΏΥ,2017-01-03,47.4938,48.1249,47.4328,47.5753,1689957,
603885.SH,ΌªΟιΊ½ΏΥ,2017-01-04,47.5346,48.4506,47.5346,48.3488,2150363,
603885.SH,ΌªΟιΊ½ΏΥ,2017-01-05,48.2878,48.6135,48.0435,48.5321,2140420,
603885.SH,ΌªΟιΊ½ΏΥ,2017-01-06,48.5931,48.6135,47.8603,47.8806,1422048,
603885.SH,ΌªΟιΊ½ΏΥ,2017-01-09,47.8806,48.0638,47.4938,47.8399,1393574,
603885.SH,ΌªΟιΊ½ΏΥ,2017-01-10,47.9417,50.4864,47.5956,48.7153,5122222,
603885.SH,ΌªΟιΊ½ΏΥ,2017-01-11,48.3692,48.3692,47.2292,47.2495,2582618,
603885.SH,ΌªΟιΊ½ΏΥ,2017-01-12,47.2292,47.5753,47.0256,47.0256,1388200,
603885.SH,ΌªΟιΊ½ΏΥ,2017-01-13,47.0867,47.5753,46.2317,47.4124,3163765,
603885.SH,ΌªΟιΊ½ΏΥ,2017-01-16,47.6363,48.5321,46.6185,48.4099,6083405,
603885.SH,ΌªΟιΊ½ΏΥ,2017-01-17,48.0842,48.6949,47.7585,48.2267,1457103,
603885.SH,ΌªΟιΊ½ΏΥ,2017-01-18,47.901,48.4303,47.4735,47.4938,1256330,
603885.SH,ΌªΟιΊ½ΏΥ,2017-01-19,47.4531,47.7178,47.046,47.4328,1380801,
603885.SH,ΌªΟιΊ½ΏΥ,2017-01-20,47.2292,48.1453,47.2292,48.0435,1577035,
603885.SH,ΌªΟιΊ½ΏΥ,2017-01-23,47.616,48.8171,47.616,48.7356,2017315,
603885.SH,ΌªΟιΊ½ΏΥ,2017-01-24,48.4099,48.7967,48.1453,48.3896,1330473,
603885.SH,ΌªΟιΊ½ΏΥ,2017-01-25,48.5728,48.7153,48.1656,48.3285,1072525,
603885.SH,ΌªΟιΊ½ΏΥ,2017-01-26,48.5321,48.8171,48.2878,48.6135,954900,
603885.SH,ΌªΟιΊ½ΏΥ,2017-02-03,48.7764,48.8578,47.8603,48.0028,1002444,
603885.SH,ΌªΟιΊ½ΏΥ,2017-02-06,47.9417,50.8325,47.6567,49.1428,4773857,
603885.SH,ΌªΟιΊ½ΏΥ,2017-02-07,49.4278,49.4278,48.6746,48.7764,1492924,
603885.SH,ΌªΟιΊ½ΏΥ,2017-02-08,48.7967,49.0614,48.4099,48.8985,1253941,
603885.SH,ΌªΟιΊ½ΏΥ,2017-02-09,49.0614,49.3464,48.756,48.9392,1737891,
603885.SH,ΌªΟιΊ½ΏΥ,2017-02-10,48.9392,49.3667,48.7356,48.9189,1523455,
603885.SH,ΌªΟιΊ½ΏΥ,2017-02-13,48.8578,49.1428,48.5931,48.7967,1557808,
603885.SH,ΌªΟιΊ½ΏΥ,2017-02-14,48.8374,48.9799,48.4099,48.5321,1719105,
603885.SH,ΌªΟιΊ½ΏΥ,2017-02-15,48.6339,49.611,48.4914,49.0003,4079541,
603885.SH,ΌªΟιΊ½ΏΥ,2017-02-16,48.8578,49.041,48.3488,48.756,2001777,
603885.SH,ΌªΟιΊ½ΏΥ,2017-02-17,48.7356,48.9596,48.3488,48.4099,1863999,
603885.SH,ΌªΟιΊ½ΏΥ,2017-02-20,48.3488,48.5728,48.1656,48.4506,2253700,
603885.SH,ΌªΟιΊ½ΏΥ,2017-02-21,48.6339,49.0614,48.4506,48.8578,2922713,
603885.SH,ΌªΟιΊ½ΏΥ,2017-02-22,48.8578,49.041,48.756,48.9596,1972985,
603885.SH,ΌªΟιΊ½ΏΥ,2017-02-23,49.0614,49.5296,48.756,48.9596,2373393,
603885.SH,ΌªΟιΊ½ΏΥ,2017-02-24,48.9799,51.9114,48.756,50.6085,8014351,
603885.SH,ΌªΟιΊ½ΏΥ,2017-02-27,49.6721,49.9978,49.2649,49.4685,4568453,
603885.SH,ΌªΟιΊ½ΏΥ,2017-02-28,49.2649,49.7535,49.2649,49.3667,1983671,
603885.SH,ΌªΟιΊ½ΏΥ,2017-03-01,49.2649,50.2014,49.2649,49.9164,3417575,
603885.SH,ΌªΟιΊ½ΏΥ,2017-03-02,49.8757,50.4864,49.326,50.0996,3731837,
603885.SH,ΌªΟιΊ½ΏΥ,2017-03-03,49.9774,50.7917,49.5296,50.5067,3604729,
603885.SH,ΌªΟιΊ½ΏΥ,2017-03-06,50.3846,50.9342,50.1607,50.3235,4976213,
603885.SH,ΌªΟιΊ½ΏΥ,2017-03-07,50.2014,50.6289,50.0792,50.3235,1989437,
603885.SH,ΌªΟιΊ½ΏΥ,2017-03-08,50.3846,50.4253,49.7332,49.8146,2246739,
603885.SH,ΌªΟιΊ½ΏΥ,2017-03-09,49.8146,50.0385,49.0614,49.326,2483836,
603885.SH,ΌªΟιΊ½ΏΥ,2017-03-10,49.3667,49.9367,49.3667,49.5092,1482452,
603885.SH,ΌªΟιΊ½ΏΥ,2017-03-13,49.4685,49.9367,49.1835,49.8757,1871031,
603885.SH,ΌªΟιΊ½ΏΥ,2017-03-14,49.8757,50.0589,49.2446,49.5092,1899750,
603885.SH,ΌªΟιΊ½ΏΥ,2017-03-15,49.5499,49.9978,49.2649,49.3667,3815143,
603885.SH,ΌªΟιΊ½ΏΥ,2017-03-16,49.6314,50.0182,49.2446,49.4889,5606742,
603885.SH,ΌªΟιΊ½ΏΥ,2017-03-17,49.4889,49.6721,48.6746,48.6949,4018105,
603885.SH,ΌªΟιΊ½ΏΥ,2017-03-20,48.6746,48.8985,47.9824,48.2267,2923664,
603885.SH,ΌªΟιΊ½ΏΥ,2017-03-21,48.2267,48.6542,48.1453,48.6542,1668558,
603885.SH,ΌªΟιΊ½ΏΥ,2017-03-22,48.4506,48.7153,48.0638,48.5931,1536025,
603885.SH,ΌªΟιΊ½ΏΥ,2017-03-23,48.5524,49.1428,48.3692,48.8985,2429590,
603885.SH,ΌªΟιΊ½ΏΥ,2017-03-24,49.1428,49.2649,48.4914,48.8781,1366972,
603885.SH,ΌªΟιΊ½ΏΥ,2017-03-27,49.0614,49.0614,48.2471,48.3488,2239556,
603885.SH,ΌªΟιΊ½ΏΥ,2017-03-28,48.4506,48.7153,48.2471,48.3488,1064932,
603885.SH,ΌªΟιΊ½ΏΥ,2017-03-29,48.4303,49.041,47.8806,48.5728,2790230,
603885.SH,ΌªΟιΊ½ΏΥ,2017-03-30,48.3692,48.7764,46.822,46.9035,2677607,
603885.SH,ΌªΟιΊ½ΏΥ,2017-03-31,47.2292,47.8399,46.8424,47.3106,1769904,
603885.SH,ΌªΟιΊ½ΏΥ,2017-04-05,47.331,47.7788,47.107,47.616,1370647,
603885.SH,ΌªΟιΊ½ΏΥ,2017-04-06,47.4531,47.8399,47.4531,47.7178,1434510,
603885.SH,ΌªΟιΊ½ΏΥ,2017-04-07,47.7178,48.6135,47.5549,47.8399,2256186,
603885.SH,ΌªΟιΊ½ΏΥ,2017-04-10,47.5956,48.1656,47.4938,47.8806,2269035,
603885.SH,ΌªΟιΊ½ΏΥ,2017-04-11,48.9799,48.9799,47.107,47.7381,1978605,
603885.SH,ΌªΟιΊ½ΏΥ,2017-04-12,47.6771,47.6771,47.1885,47.2699,1706994,
603885.SH,ΌªΟιΊ½ΏΥ,2017-04-13,47.2699,47.6363,47.1885,47.3921,1338451,
603885.SH,ΌªΟιΊ½ΏΥ,2017-04-14,47.5346,47.5753,46.6388,46.7406,1662464,
603885.SH,ΌªΟιΊ½ΏΥ,2017-04-17,46.5574,46.9849,45.8449,46.0688,2995768,
603885.SH,ΌªΟιΊ½ΏΥ,2017-04-18,45.6006,46.2113,45.4581,45.6006,2572881,
603885.SH,ΌªΟιΊ½ΏΥ,2017-04-19,45.6006,45.967,44.7863,45.906,4030420,
603885.SH,ΌªΟιΊ½ΏΥ,2017-04-20,45.9263,45.967,45.1527,45.4174,1397292,
603885.SH,ΌªΟιΊ½ΏΥ,2017-04-21,45.4581,48.186,45.3563,46.5981,3879988,
603885.SH,ΌªΟιΊ½ΏΥ,2017-04-24,46.5778,46.5778,45.2342,45.7024,1736926,
603885.SH,ΌªΟιΊ½ΏΥ,2017-04-25,45.7024,46.1502,45.4174,45.8652,922676,
603885.SH,ΌªΟιΊ½ΏΥ,2017-04-26,45.906,46.0077,45.3156,45.4377,1496022,
603885.SH,ΌªΟιΊ½ΏΥ,2017-04-27,45.4377,45.7227,44.7863,45.4377,1295662,
603885.SH,ΌªΟιΊ½ΏΥ,2017-04-28,45.397,45.6006,45.2952,45.5192,982268,
603885.SH,ΌªΟιΊ½ΏΥ,2017-05-02,45.3563,45.6006,45.1935,45.397,926950,
603885.SH,ΌªΟιΊ½ΏΥ,2017-05-03,45.3563,45.5599,45.2749,45.4988,1006828,
603885.SH,ΌªΟιΊ½ΏΥ,2017-05-04,45.6006,45.6617,45.0102,45.2952,1139450,
603885.SH,ΌªΟιΊ½ΏΥ,2017-05-05,45.6006,46.1299,45.2342,45.8245,2677492,
603885.SH,ΌªΟιΊ½ΏΥ,2017-05-08,45.4377,45.8245,44.7863,45.0306,1799118,
603885.SH,ΌªΟιΊ½ΏΥ,2017-05-09,44.9899,44.9899,42.8523,43.8702,2587993,
603885.SH,ΌªΟιΊ½ΏΥ,2017-05-10,43.3816,44.3588,43.0966,43.117,1183520,
603885.SH,ΌªΟιΊ½ΏΥ,2017-05-11,42.9541,43.117,41.1627,42.1602,2495287,
603885.SH,ΌªΟιΊ½ΏΥ,2017-05-12,42.1398,42.9338,41.1627,41.9363,2423004,
603885.SH,ΌªΟιΊ½ΏΥ,2017-05-15,41.9363,42.262,41.4884,42.1195,1047391,
603885.SH,ΌªΟιΊ½ΏΥ,2017-05-16,42.0381,42.6691,41.6513,42.6081,1284581,
603885.SH,ΌªΟιΊ½ΏΥ,2017-05-17,42.6895,43.117,42.5063,42.7913,1031996,
603885.SH,ΌªΟιΊ½ΏΥ,2017-05-18,42.9338,43.0559,42.4859,42.5877,661223,
603885.SH,ΌªΟιΊ½ΏΥ,2017-05-19,42.547,42.8523,42.2823,42.4045,713904,
603885.SH,ΌªΟιΊ½ΏΥ,2017-05-22,42.6488,42.7302,41.8955,42.0177,2239117,
603885.SH,ΌªΟιΊ½ΏΥ,2017-05-23,42.0177,42.1398,40.7148,40.7352,1867275,
603885.SH,ΌªΟιΊ½ΏΥ,2017-05-24,40.4705,41.3052,40.1652,40.837,1459192,
603885.SH,ΌªΟιΊ½ΏΥ,2017-05-25,40.837,42.7506,40.837,41.9566,3939254,
603885.SH,ΌªΟιΊ½ΏΥ,2017-05-26,42.1806,44.0331,42.0991,43.9516,7587023,
603885.SH,ΌªΟιΊ½ΏΥ,2017-05-31,44.1756,44.5827,43.2799,44.1756,6875145,
603885.SH,ΌªΟιΊ½ΏΥ,2017-06-01,44.5013,45.967,44.0127,44.7863,3831579,
603885.SH,ΌªΟιΊ½ΏΥ,2017-06-02,44.6845,44.7863,43.7684,44.5217,2371470,
603885.SH,ΌªΟιΊ½ΏΥ,2017-06-05,44.6031,45.1527,44.3792,44.8881,1741057,
603885.SH,ΌªΟιΊ½ΏΥ,2017-06-06,45.1527,45.7635,44.9695,45.0509,2443709,
603885.SH,ΌªΟιΊ½ΏΥ,2017-06-07,45.1527,45.682,44.9899,45.4174,2263262,
603885.SH,ΌªΟιΊ½ΏΥ,2017-06-08,45.7635,47.8196,45.7635,46.5778,5328781,
603885.SH,ΌªΟιΊ½ΏΥ,2017-06-09,46.3538,46.3742,45.8245,46.0485,3367948,
603885.SH,ΌªΟιΊ½ΏΥ,2017-06-12,46.0688,46.5778,45.1527,45.2342,2364787,
603885.SH,ΌªΟιΊ½ΏΥ,2017-06-13,44.8594,47.4252,44.8594,46.6757,3074896,
603885.SH,ΌªΟιΊ½ΏΥ,2017-06-14,46.5027,46.7333,45.5513,45.8108,3156844,
603885.SH,ΌªΟιΊ½ΏΥ,2017-06-15,46.3009,46.3009,45.6378,46.1279,3394363,
603885.SH,ΌªΟιΊ½ΏΥ,2017-06-16,46.1279,46.272,45.3495,45.3783,5632781,
603885.SH,ΌªΟιΊ½ΏΥ,2017-06-19,45.3495,46.0126,44.917,45.8972,9606366,
603885.SH,ΌªΟιΊ½ΏΥ,2017-06-20,46.0702,46.0702,44.9459,45.0612,3195386,
603885.SH,ΌªΟιΊ½ΏΥ,2017-06-21,45.5225,45.5225,44.8305,45.09,3162249,
603885.SH,ΌªΟιΊ½ΏΥ,2017-06-22,45.2053,45.5513,44.8305,44.8882,3169479,
603885.SH,ΌªΟιΊ½ΏΥ,2017-06-23,44.9459,45.1765,43.3314,44.2539,3775980,
603885.SH,ΌªΟιΊ½ΏΥ,2017-06-26,44.1098,44.2251,43.4179,44.081,4870278,
603885.SH,ΌªΟιΊ½ΏΥ,2017-06-27,43.9656,44.8594,43.8503,44.2828,3391642,
603885.SH,ΌªΟιΊ½ΏΥ,2017-06-28,44.2828,44.2828,43.562,43.7927,1998206,
